DOI,Query,Title,Journal,ISSN,Publisher,Type,URL,Volume,Issue,Page,Language,PublishedPrint,PublishedOnline,Issued,Author
10.3724/sp.j.1037.2010.00743,carbides Ti,"PREPARATION OF (Ti, Al)N/Ti&lt;SUB&gt;2&lt;/SUB&gt;AlN COATINGS",ACTA METALLURGICA SINICA,0412-1961,China Science Publishing & Media Ltd.,journal-article,https://doi.org/10.3724/sp.j.1037.2010.00743,46,6,743-747,en,2010-7-15,,2010-7-15,"Yuliang, DONG, Xubo, YAN, Shengsheng, ZHAO, Jun, GONG, Chao, SUN"
10.1080/10667857.2002.11752961,carbides Ti,Production Of Tungsten-Cobalt Cemented Carbides,Materials Technology,"1066-7857, 1753-5557",Informa UK Limited,journal-article,https://doi.org/10.1080/10667857.2002.11752961,17,1,30-33,en,2002-1,2016-8-25,2002-1,"Vladimir, Bondarenko, Ella, Pavlotskaya, Lyudmila, Martynova"
10.1016/s0010-8545(03)00102-4,carbides Ti,Binary and ternary carbides of alkali and alkaline-earth metals,Coordination Chemistry Reviews,0010-8545,Elsevier BV,journal-article,https://doi.org/10.1016/s0010-8545(03)00102-4,244,1-2,115-136,en,2003-9,,2003-9,"Uwe, Ruschewitz"
10.2139/ssrn.4437851,carbides Ti,On the Constitution and Cobalt Alloy Formation in Wc-1.4 Wt% Ru-9.5 Wt% Co Cemented Carbides,,,Elsevier BV,posted-content,https://doi.org/10.2139/ssrn.4437851,,,,,,,2023,"Wolf-Dieter, Schubert, Robert, Steinlechner, Raquel, de Oro Calderon"
10.26522/ti.v3i1.902,carbides Ti,Frugal Powers: Detournement in the Age of Austerity,ti&lt;,1929-4336,Brock University Library,journal-article,https://doi.org/10.26522/ti.v3i1.902,3,1,54-57,,,2014-3-29,2014-3-29,"Andrew, Pendakis"
10.1016/j.surfcoat.2006.08.133,carbides Ti,"Thermal stability and oxidation resistance of Ti–B–N, Ti–Cr–B–N, Ti–Si–B–N and Ti–Al–Si–B–N films",Surface and Coatings Technology,0257-8972,Elsevier BV,journal-article,https://doi.org/10.1016/j.surfcoat.2006.08.133,201,13,6143-6147,en,2007-3,,2007-3,"Ph.V., Kiryukhantsev-Korneev, D.V., Shtansky, M.I., Petrzhik, E.A., Levashov, B.N., Mavrin"
10.30791/0015-3214-2022-3-5-13,carbides Ti,Modification of the structural and phase composition  and mechanical properties of the Ti – C60 – Ti films  implanted by boron ions,Physics and Chemistry of Materials Treatment,0015-3214,Intercontact Science,journal-article,https://doi.org/10.30791/0015-3214-2022-3-5-13,3,,5-13,,2022,2022,2022,"L. V., Baran"
10.3390/coatings10050501,carbides Ti,"Ultra-Short Pulsed Laser Deposition of Oxides, Borides and Carbides of Transition Elements",Coatings,2079-6412,MDPI AG,journal-article,https://doi.org/10.3390/coatings10050501,10,5,501,en,,2020-5-23,2020-5-23,"Angela, De Bonis, Roberto, Teghil"
10.4028/www.scientific.net/msf.825-826.1009,carbides Ti,Control of the Cobalt Surface Layer Formation on Cemented Carbides,Materials Science Forum,1662-9752,"Trans Tech Publications, Ltd.",journal-article,https://doi.org/10.4028/www.scientific.net/msf.825-826.1009,825-826,,1009-1015,,,2015-7,2015-7,"Alan, Pasquazzi, Wolf Dieter, Schubert, Ronald, Weissenbacher"
10.1201/9781003332794-1,carbides Ti,Simulation of Electric Circuits with TINA-TI®,Electric and Electronic Circuit Simulation using TINA-TI®,,River Publishers,book-chapter,https://doi.org/10.1201/9781003332794-1,,,1-210,en,2022-8-9,,2022-8-9,"Farzin, Asadi"
10.1533/9780857096012.81,carbides Ti,Microstructural examination during the formation of Ti 3 AlC 2 from mixtures of Ti/Al/C and Ti/Al/TiC,Advances in Science and Technology of Mn+1AXn Phases,,Elsevier,book-chapter,https://doi.org/10.1533/9780857096012.81,,,81-101,en,2012,,2012,"M., Yoshida"
10.26522/ti.v2i1.721,carbides Ti,12 Student Artists on Braille Babbles: A Catalogue,ti&lt;,1929-4336,Brock University Library,journal-article,https://doi.org/10.26522/ti.v2i1.721,2,1,29-32,,,2013-4-7,2013-4-7,"Catherine, Parayre"
10.1515/9780889773974-009,carbides Ti,4. Ti nk̓yápa múta7 ti skalúl7a Coyote and Owl,These Are Our Legends,,University of Regina Press,book-chapter,https://doi.org/10.1515/9780889773974-009,,,37-42,,2014-12-31,,2014-12-31,
10.2139/ssrn.3411704,carbides Ti,Modeling Competitive Precipitations Among Iron Carbides During Low-Temperature Tempering of Martensitic Carbon Steel,SSRN Electronic Journal,1556-5068,Elsevier BV,journal-article,https://doi.org/10.2139/ssrn.3411704,,,,en,,,2019,"Tianle, Wang, Jinglian, Du, Feng, Liu"
10.1016/j.heliyon.2024.e33925,carbides Ti,Qualitative study of carbides in liquid phase sintered M3:2 high speed steel,Heliyon,2405-8440,Elsevier BV,journal-article,https://doi.org/10.1016/j.heliyon.2024.e33925,10,13,e33925,en,2024-7,,2024-7,"Walid, Khraisat, Wisam, Abu Jadayil"
10.26522/ti.v2i1.771,carbides Ti,La filature cotonnière qui a tissé une communauté 1,ti&lt;,1929-4336,Brock University Library,journal-article,https://doi.org/10.26522/ti.v2i1.771,2,1,84,,,2013-4-7,2013-4-7,"Joël, Therrien"
10.63451/ti.v1i10.104,carbides Ti,GDPR - General Data Protection Regulation,Direito &amp; TI,2447-1097,WB Educação,journal-article,https://doi.org/10.63451/ti.v1i10.104,1,10,8,,,2018-5-13,2018-5-13,"Edison, Fontes"
10.1088/2053-1591/ad280a/v2/review2,carbides Ti,"Review for ""The investigation on properties of Ti- 5Si and Ti- 5Nb implant alloys coated by bioactive based composite coating""",,,IOP Publishing,peer-review,https://doi.org/10.1088/2053-1591/ad280a/v2/review2,,,,,2024-1-12,,2024-1-12,
10.1088/2053-1591/ad280a/v3/review2,carbides Ti,"Review for ""The investigation on properties of Ti- 5Si and Ti- 5Nb implant alloys coated by bioactive based composite coating""",,,IOP Publishing,peer-review,https://doi.org/10.1088/2053-1591/ad280a/v3/review2,,,,,2024-1-31,,2024-1-31,
10.1002/9781119869528.ch11,carbides Ti,MXene Surface Terminations,Transition Metal Carbides and Nitrides (MXenes) Handbook,,Wiley,other,https://doi.org/10.1002/9781119869528.ch11,,,229-244,en,2024-7-5,2024-6-7,2024-6-7,"Per O.Å., Persson"
10.2139/ssrn.4515380,carbides Ti,"First Principles Calculation of Interfacial Stability, Electronic and Mechanical Properties of Wc-304 Cemented Carbides",,,Elsevier BV,posted-content,https://doi.org/10.2139/ssrn.4515380,,,,,,,2023,"Kejun, Wu, Zhanzhan, Zhang, Haiyang, Liao, Xiao, Sun, Liu, Yu"
10.59499/wp225371483,carbides Ti,Effect Of Mo2C Additions On Grain Growth In NbC-Ni Cemented Carbides,World PM2022 Proceedings,,EPMA,proceedings-article,https://doi.org/10.59499/wp225371483,,,,,,2022-9-15,2022-9-15,"Jean-Michel, Missiaen, Mathilde, Labonne, Sabine, Lay, Olivier, Lavigne, Luis, Garcia"
10.4028/www.scientific.net/msf.638-642.3218,carbides Ti,Strengthening of Ferritic Steel by Interface Precipitated Carbides in Rows,Materials Science Forum,1662-9752,"Trans Tech Publications, Ltd.",journal-article,https://doi.org/10.4028/www.scientific.net/msf.638-642.3218,638-642,,3218-3223,,,2010-1-12,2010-1-12,"Yoshimasa, Funakawa, Kazuhiro, Seto, Haruo, Nakamichi"
10.5604/01.3001.0015.5563,carbides Ti,Mathematical forecasting composition of secondary carbides in the single-crystal superalloys,Archives of Materials Science and Engineering,1897-2764,Index Copernicus,journal-article,https://doi.org/10.5604/01.3001.0015.5563,111,1,34-41,,2021-9-1,,2021-9-1,"O.A., Glotka, V.I., Olshanetskii"
10.46720/eb2024-cmt-013,carbides Ti,"EHLA Coating of Brake Discs – Comparison of Tungsten and Titanium Carbides with 316L and 430L – Microstructure, Hardness, and Distortion Analysis",Proceedings of the FISITA - Eurobrake 2024,,FISITA,proceedings-article,https://doi.org/10.46720/eb2024-cmt-013,,,,,2023,,2023,"Piera, Alvarez"
10.63451/ti.v1i7.82,carbides Ti,Inteligência Artificial e Desemprego,Direito &amp; TI,2447-1097,WB Educação,journal-article,https://doi.org/10.63451/ti.v1i7.82,1,7,6,,,2017-7-2,2017-7-2,"Manuel, Martín Pino Estrada"
10.3897/zookeys.1219.133002.figure27,carbides Ti,"Figure 27 from: Eskov KY, Marusik YM (2024) A comparative morphology of trichobothrial bases in araneoid spiders and its significance for the phylogeny and system of the superfamily Araneoidea (Arachnida, Araneae). ZooKeys 1219: 1-60. https://doi.org/10.3897/zookeys.1219.133002",,,Pensoft Publishers,component,https://doi.org/10.3897/zookeys.1219.133002.figure27,,,,,,2024-11-26,2024-11-26,"Kirill Y., Eskov, Yuri M., Marusik"
10.26522/ti.v1i1.637,carbides Ti,_The Next Day: A Graphic Novella_: Book Review,ti&lt;,1929-4336,Brock University Library,journal-article,https://doi.org/10.26522/ti.v1i1.637,1,1,60-61,,,2012-10-9,2012-10-9,"Edward, Kanerva"
10.26522/ti.v1i1.636,carbides Ti,11 Mini-Reviews of _Lite Sweat Crude_,ti&lt;,1929-4336,Brock University Library,journal-article,https://doi.org/10.26522/ti.v1i1.636,1,1,56-59,,,2012-4-14,2012-4-14,"Student, Authors/Artists"
10.4028/www.scientific.net/msf.539-543.4813,carbides Ti,Coarsening Behavior of Nanometer-Sized Carbides in Hot-Rolled High Strength Sheet Steel,Materials Science Forum,1662-9752,"Trans Tech Publications, Ltd.",journal-article,https://doi.org/10.4028/www.scientific.net/msf.539-543.4813,539-543,,4813-4818,,,2007-3-15,2007-3-15,"Yoshimasa, Funakawa, Kazuhiro, Seto"
10.3897/zookeys.1219.133002.figure9,carbides Ti,"Figure 9 from: Eskov KY, Marusik YM (2024) A comparative morphology of trichobothrial bases in araneoid spiders and its significance for the phylogeny and system of the superfamily Araneoidea (Arachnida, Araneae). ZooKeys 1219: 1-60. https://doi.org/10.3897/zookeys.1219.133002",,,Pensoft Publishers,component,https://doi.org/10.3897/zookeys.1219.133002.figure9,,,,,,2024-11-26,2024-11-26,"Kirill Y., Eskov, Yuri M., Marusik"
10.1299/jsmeasmp.2006.90,carbides Ti,D-21 Morphology and Crystallography of Secondary Carbides in Semi-Solid Processed 27wt%Cr-2.9wt%C Cast Iron(Session: Nano),The Proceedings of the Asian Symposium on Materials and Processing,2424-2853,Japan Society of Mechanical Engineers,journal-article,https://doi.org/10.1299/jsmeasmp.2006.90,2006,0,90,en,2006,,2006,"N., Chomsaeng, A., Wiengmoon, N., Poolthong, T., Chairuangsri, J.T.H., Pearce"
10.26522/ti.v2i1.772,carbides Ti,La filature cotonnière qui a tissé une communauté 2,ti&lt;,1929-4336,Brock University Library,journal-article,https://doi.org/10.26522/ti.v2i1.772,2,1,85,,,2013-4-7,2013-4-7,"Joël, Therrien"
10.2139/ssrn.4880368,carbides Ti,Broadband Saturable Absorption Response of Metallic (Nb and Ta) Carbides for Photonic Devices,,,Elsevier BV,posted-content,https://doi.org/10.2139/ssrn.4880368,,,,,,,2024,"Erkang, Li, Chunhui, Lu, Yanqing, Ge, Dan, Wu, Yayan, Xi, Wen, Dong, Xinlong, Xu"
10.29272/cmt.2018.0014,carbides Ti,"SHS of Refractory Carbides, Borides, Related Solid Solutions and Composite",Ceramics in Modern Technologies,2612-4408,Techna Group srl,journal-article,https://doi.org/10.29272/cmt.2018.0014,1,1,25-43,,2019-4-30,2019-4-30,2019-4-30,"Stepan, Vorotilo, Artem, Potanin, Evgeny, Levashov"
10.1016/j.scriptamat.2023.115382,carbides Ti,"Synthesis and evaluation of rocksalt structure (Mo, W) carbides via vanadium additions",Scripta Materialia,1359-6462,Elsevier BV,journal-article,https://doi.org/10.1016/j.scriptamat.2023.115382,229,,115382,en,2023-5,,2023-5,"Kevin, Kaufmann, Emma, Wenger, Kenneth, Vecchio"
10.1016/s0926-860x(02)00428-3,carbides Ti,Metal carbides and nitrides as potential catalysts for hydroprocessing,Applied Catalysis A: General,0926-860X,Elsevier BV,journal-article,https://doi.org/10.1016/s0926-860x(02)00428-3,240,1-2,1-28,en,2003-2,,2003-2,"Edward, Furimsky"
10.3897/zookeys.1219.133002.figure13,carbides Ti,"Figure 13 from: Eskov KY, Marusik YM (2024) A comparative morphology of trichobothrial bases in araneoid spiders and its significance for the phylogeny and system of the superfamily Araneoidea (Arachnida, Araneae). ZooKeys 1219: 1-60. https://doi.org/10.3897/zookeys.1219.133002",,,Pensoft Publishers,component,https://doi.org/10.3897/zookeys.1219.133002.figure13,,,,,,2024-11-26,2024-11-26,"Kirill Y., Eskov, Yuri M., Marusik"
10.1116/1.1418400,carbides Ti,Electromigration performance of AlCu/Ti and AlCu/Ti/TiN/Ti metallization,"Journal of Vacuum Science &amp; Technology B: Microelectronics and Nanometer Structures Processing, Measurement, and Phenomena","1071-1023, 1520-8567",American Vacuum Society,journal-article,https://doi.org/10.1116/1.1418400,19,6,2190-2194,en,2001-11-1,,2001-11-1,"Kazuyoshi, Kamoshida"
10.1299/jsmemecjo.2007.6.0_287,carbides Ti,2814 Plasma spraying of Ti or HAp/Ti bond coat on the titanium substrate for implant material,The proceedings of the JSME annual meeting,2433-1325,Japan Society of Mechanical Engineers,journal-article,https://doi.org/10.1299/jsmemecjo.2007.6.0_287,2007.6,0,287-288,en,2007,,2007,"Achariya, RAKNGARM, Hiroki, SUNOHARA, Yoshiharu, MUTOH"
10.1016/j.jallcom.2007.05.059,carbides Ti,"Thermodynamic analysis of alloys Ti–Al, Ti–V, Al–V and Ti–Al–V",Journal of Alloys and Compounds,0925-8388,Elsevier BV,journal-article,https://doi.org/10.1016/j.jallcom.2007.05.059,460,1-2,164-171,en,2008-7,,2008-7,"Ana, Kostov, Dragana, Živković"
10.1016/j.proeng.2015.01.369,carbides Ti,Analysis and Optimization of Sintered Carbides Turning with PCD Tools,Procedia Engineering,1877-7058,Elsevier BV,journal-article,https://doi.org/10.1016/j.proeng.2015.01.369,100,,283-290,en,2015,,2015,"Wojciech, Zębala, Robert, Kowalczyk, Andrzej, Matras"
10.1002/9781118448847.ch4k,carbides Ti,Electrochemical Synthesis of Double Molybdenum Carbides,Molten Salts Chemistry and Technology,,Wiley,other,https://doi.org/10.1002/9781118448847.ch4k,,,329-337,en,2014-5-23,2014-5-11,2014-5-11,"V.S., Dolmatov, S.A., Kuznetsov, E.V., Rebrov, J.C., Schouten"
10.1007/978-3-319-50784-2_5,carbides Ti,Design of Nanocrystalline Cemented Carbides with High Hardness,Advanced Structured Materials,"1869-8433, 1869-8441",Springer International Publishing,book-chapter,https://doi.org/10.1007/978-3-319-50784-2_5,,,49-63,,2017,2017-3-12,2017,"Maciej Jan, Kupczyk"
10.1016/s0026-0657(07)70083-8,carbides Ti,Steel boned carbides are reliable guides for China's space flight programme,Metal Powder Report,0026-0657,Auricle Global Society of Education and Research,journal-article,https://doi.org/10.1016/s0026-0657(07)70083-8,62,4,16-18,en,2007-4,,2007-4,"Xiao, Yulin"
10.3989/revmetalm.2004.v40.i6.298,carbides Ti,Modificación de la superficie de aleación de Ti-6Al-4V con multicapa delgada de Ti-C/Ti-N/Ti por pulverización catódica de corriente continua de magnetron,Revista de Metalurgia,"1988-4222, 0034-8570",Editorial CSIC,journal-article,https://doi.org/10.3989/revmetalm.2004.v40.i6.298,40,6,413-415,,,2004-12-30,2004-12-30,"T., Sonoda, A., Watazu, J., Zhu, W., Shi, T., Yamada, K., Kato, T., Asahina"
10.1002/chin.200532003,carbides Ti,The Structure of the Ti<sub>3</sub>Al Phase in Ti—Al and Ti—Al—Nb Alloys.,ChemInform,"0931-7597, 1522-2667",Wiley,journal-article,https://doi.org/10.1002/chin.200532003,36,32,,en,2005-8-9,2005-7-19,2005-7-19,"S., Banumathy, P., Ghosal, A. K., Singh"
10.1080/00150190390238261,carbides Ti,"Characterization of (Bi, La) 4 Ti 3 O 12 Film Formed on Pt Electrode with (Cr, Ti)N/TiN/Ti Barrier Layers",Ferroelectrics,0015-0193,Informa UK Limited,journal-article,https://doi.org/10.1080/00150190390238261,293,1,101-109,,2003-6-1,,2003-6-1,"Hiroshi, Ohki, Hiroshi, Ishiwara"
10.7209/tanso.2006.8,carbides Ti,Synthesis of single-and multi-component carbides utilizing exfoliated graphite,TANSO,"1884-5495, 0371-5345",The Carbon Society of Japan,journal-article,https://doi.org/10.7209/tanso.2006.8,2006,221,8-13,,2006,,2006,"Hidetaka, Konno, Daisuke, Abe, Hiroki, Habazaki"
10.1093/acref/9780195301731.013.74558,carbides Ti,"Mettelus, David “Ti-Coca”",African American Studies Center,,Oxford University Press,reference-entry,https://doi.org/10.1093/acref/9780195301731.013.74558,,,,en,2016-6-1,2017-5-31,2016-6-1,"Rebecca, Dirksen"
10.63451/ti.v1i2.6,carbides Ti,Não Ver o que Deveria Ser Visto,Direito &amp; TI,2447-1097,WB Educação,journal-article,https://doi.org/10.63451/ti.v1i2.6,1,2,2,,,2015-8-10,2015-8-10,"Emerson, Wendt"
10.1016/s0026-0657(03)80049-8,carbides Ti,Location of vanadium carbide in tungsten carbide-cobalt doped with vanadium and chromium carbides,Metal Powder Report,0026-0657,Auricle Global Society of Education and Research,journal-article,https://doi.org/10.1016/s0026-0657(03)80049-8,58,3,35,en,2003-3,,2003-3,
10.1179/026708400101516946,carbides Ti,Shortlisted boronising of cemented carbides for improved diamond layer adhesion,Surface Engineering,"0267-0844, 1743-2944",SAGE Publications,journal-article,https://doi.org/10.1179/026708400101516946,16,2,160-163,en,2000-4,2000-4-1,2000-4,"R., Mertens"
10.1149/ma2007-02/9/492,carbides Ti,Cobalt- and Molybdenum-Tungsten Carbides as Anode Electrocatalysts,ECS Meeting Abstracts,2151-2043,The Electrochemical Society,journal-article,https://doi.org/10.1149/ma2007-02/9/492,MA2007-02,9,492-492,,2007-9-28,,2007-9-28,"Masatoshi, Nagai, Michiko, Yoshida, HIroyuki, Tominaga"
10.1007/bf02990295,carbides Ti,Micro cutting of tungsten carbides with sem direct observation method,KSME International Journal,1226-4865,Springer Science and Business Media LLC,journal-article,https://doi.org/10.1007/bf02990295,18,5,770-779,en,2004-5,,2004-5,"Heo, Sung-jung"
10.1063/1.2766860,carbides Ti,Ultrastiff carbides uncovered in first principles,Applied Physics Letters,"0003-6951, 1077-3118",AIP Publishing,journal-article,https://doi.org/10.1063/1.2766860,91,6,,en,2007-8-6,2007-8-6,2007-8-6,"Zhouwen, Chen, Mingxia, Gu, Chang Q., Sun, Xinyu, Zhang, Riping, Liu"
10.3897/zookeys.1219.133002.figure16,carbides Ti,"Figure 16 from: Eskov KY, Marusik YM (2024) A comparative morphology of trichobothrial bases in araneoid spiders and its significance for the phylogeny and system of the superfamily Araneoidea (Arachnida, Araneae). ZooKeys 1219: 1-60. https://doi.org/10.3897/zookeys.1219.133002",,,Pensoft Publishers,component,https://doi.org/10.3897/zookeys.1219.133002.figure16,,,,,,2024-11-26,2024-11-26,"Kirill Y., Eskov, Yuri M., Marusik"
10.1088/2053-1591/ad280a/v1/review1,carbides Ti,"Review for ""The investigation on properties of Ti- 5Si and Ti- 5Nb implant alloys coated by bioactive based composite coating""",,,IOP Publishing,peer-review,https://doi.org/10.1088/2053-1591/ad280a/v1/review1,,,,,2023-10-17,,2023-10-17,
10.1088/2053-1591/ad280a/v3/review1,carbides Ti,"Review for ""The investigation on properties of Ti- 5Si and Ti- 5Nb implant alloys coated by bioactive based composite coating""",,,IOP Publishing,peer-review,https://doi.org/10.1088/2053-1591/ad280a/v3/review1,,,,,2024-1-31,,2024-1-31,
10.1002/jbm.b.31760,carbides Ti,"(Ti, O)/Ti and (Ti, O, N)/Ti composite coatings fabricated via PIIID for the medical application of NiTi shape memory alloy",Journal of Biomedical Materials Research Part B: Applied Biomaterials,"1552-4973, 1552-4981",Wiley,journal-article,https://doi.org/10.1002/jbm.b.31760,96B,2,249-260,en,2011-2,2010-11-22,2010-11-22,"Tao, Sun, Lang‐Ping, Wang, Min, Wang"
10.1109/icton.2018.8473578,carbides Ti,Photocurrent Generation with Transition Metal Nitrides and Transition Metal Carbides,2018 20th International Conference on Transparent Optical Networks (ICTON),,IEEE,proceedings-article,https://doi.org/10.1109/icton.2018.8473578,,,1-2,,2018-7,,2018-7,"Satoshi, Ishii, Satish L., Shinde, Tadaaki, Nagao"
10.1038/srep29734,carbides Ti,Coarsening behaviour of M23C6 carbides in creep-resistant steel exposed to high temperatures,Scientific Reports,2045-2322,Springer Science and Business Media LLC,journal-article,https://doi.org/10.1038/srep29734,6,1,,en,,2016-7-13,2016-7-13,"M., Godec, D. A., Skobir Balantič"
10.1023/a:1010333410938,carbides Ti,On the Determination of Diffusion Coefficients of Oxygen in One-Phase Ti (α-Ti) and Two-Phase Ti–4Nb (α- and β-Ti) by Micro-Hardness Measurements,Oxidation of Metals,"0030-770X, 1573-4889",Springer Science and Business Media LLC,journal-article,https://doi.org/10.1023/a:1010333410938,55,1-2,137-151,en,2001-2,,2001-2,"M., Göbel, V. A. C., Haanappel, M. F., Stroosnijder"
10.3897/zookeys.1219.133002.figure7,carbides Ti,"Figure 7 from: Eskov KY, Marusik YM (2024) A comparative morphology of trichobothrial bases in araneoid spiders and its significance for the phylogeny and system of the superfamily Araneoidea (Arachnida, Araneae). ZooKeys 1219: 1-60. https://doi.org/10.3897/zookeys.1219.133002",,,Pensoft Publishers,component,https://doi.org/10.3897/zookeys.1219.133002.figure7,,,,,,2024-11-26,2024-11-26,"Kirill Y., Eskov, Yuri M., Marusik"
10.63451/ti.v1i3.34,carbides Ti,Criação do Direito pela Inteligência Artificial,Direito &amp; TI,2447-1097,WB Educação,journal-article,https://doi.org/10.63451/ti.v1i3.34,1,3,4,,,2015-11-30,2015-11-30,"Manuel, Martín Pino Estrada"
10.1016/j.electacta.2017.05.101,carbides Ti,"Comparative electrochemical oxidation of methyl orange azo dye using Ti/Ir-Pb, Ti/Ir-Sn, Ti/Ru-Pb, Ti/Pt-Pd and Ti/RuO 2 anodes",Electrochimica Acta,0013-4686,Elsevier BV,journal-article,https://doi.org/10.1016/j.electacta.2017.05.101,244,,199-208,en,2017-8,,2017-8,"Eloy, Isarain-Chávez, Maria Dolors, Baró, Emma, Rossinyol, Ulises, Morales-Ortiz, Jordi, Sort, Enric, Brillas, Eva, Pellicer"
10.1002/rcm.9520/v2/response1,carbides Ti,"Author response for ""Laser Ablation Synthesis of Tellurium Carbides using Nanocomposite of Tellurium with Nanodiamonds""",,,Wiley,peer-review,https://doi.org/10.1002/rcm.9520/v2/response1,,,,,2023-4-3,,2023-4-3,"Eduard Chygorin, Lukáš Pečinka, Petr Vaňhara, Karel Novotný, Ivo Krempl, Josef Havel"
10.1016/j.matchar.2019.110061,carbides Ti,Microstructural characterization of cemented carbides by 3D volume reconstruction,Materials Characterization,1044-5803,Elsevier BV,journal-article,https://doi.org/10.1016/j.matchar.2019.110061,159,,110061,en,2020-1,,2020-1,"Shiqi, Fang, Luis, Llanes"
10.1016/j.mfglet.2021.02.004,carbides Ti,Experimental analysis on vibratory finishing of cemented carbides,Manufacturing Letters,2213-8463,Elsevier BV,journal-article,https://doi.org/10.1016/j.mfglet.2021.02.004,28,,21-24,en,2021-4,,2021-4,"Thomas, Bergs, Ulrich, Müller, Sebastian, Barth, Marius, Ohlert"
10.1016/j.jms.2003.12.009,carbides Ti,Spectroscopic constants and molecular properties of diatomic carbides,Journal of Molecular Spectroscopy,0022-2852,Elsevier BV,journal-article,https://doi.org/10.1016/j.jms.2003.12.009,224,1,1-6,en,2004-3,,2004-3,"S, Midda, A.K, Das"
10.2139/ssrn.4499519,carbides Ti,On the Formation and Growth of Grain Boundary κ-Carbides in Austenitic High-Mn Lightweight Steels,,,Elsevier BV,posted-content,https://doi.org/10.2139/ssrn.4499519,,,,,,,2023,"Mohamed, Elkot, Binhan, Sun, X. Y., Zhou, Dirk, Ponge, D, Raabe"
10.1016/j.electacta.2007.09.036,carbides Ti,Reprint of “Tungsten and nickel tungsten carbides as anode electrocatalysts”,Electrochimica Acta,0013-4686,Elsevier BV,journal-article,https://doi.org/10.1016/j.electacta.2007.09.036,53,2,1030-1036,en,2007-12,,2007-12,"Masatoshi, Nagai, Michiko, Yoshida, Hiroyuki, Tominaga"
10.1016/j.scriptamat.2016.04.024,carbides Ti,Microwave-assisted synthesis of vanadium and chromium carbides nanocomposite and its effect on properties of WC-8Co cemented carbides,Scripta Materialia,1359-6462,Elsevier BV,journal-article,https://doi.org/10.1016/j.scriptamat.2016.04.024,120,,103-106,en,2016-7,,2016-7,"Zhiwei, Zhao"
10.46544/ams.v27i3.09,carbides Ti,Development of a hardbanding material for drill pipes based on high-manganese steel reinforced with complex carbides,Acta Montanistica Slovaca,1335-1788,"Technical University of Kosice - Faculty of Mining, Ecology, Process Control and Geotechnology",journal-article,https://doi.org/10.46544/ams.v27i3.09,,27,685-696,en,2022-12-8,2022-12-10,2022-12-8,
10.1016/j.commatsci.2023.112255,carbides Ti,Predicting properties of high entropy carbides from their respective binaries,Computational Materials Science,0927-0256,Elsevier BV,journal-article,https://doi.org/10.1016/j.commatsci.2023.112255,226,,112255,en,2023-6,,2023-6,"Mina, Lim, Donald W., Brenner"
10.5923/j.ajbe.20120201.05,carbides Ti,From Carbides to Co5 and Co13 Metallofullerenes: First-Principles Study and Design,American Journal of Biomedical Engineering,2163-1050,Scientific and Academic Publishing,journal-article,https://doi.org/10.5923/j.ajbe.20120201.05,2,1,32-38,,2012-8-31,,2012-8-31,"Andrew, Kuznetsov"
10.2139/ssrn.4251334,carbides Ti,Predicting the Superconducting Critical Temperature in Transition Metal Carbides and Nitrides Using Machine Learning,SSRN Electronic Journal,1556-5068,Elsevier BV,journal-article,https://doi.org/10.2139/ssrn.4251334,,,,en,,,2022,"Houssam, Metni, Ichiro, Takeuchi, Valentin, Stanev"
10.3390/met8110895,carbides Ti,Effects of Cr3C2 Addition on Wear Behaviour of WC-Co Based Cemented Carbides,Metals,2075-4701,MDPI AG,journal-article,https://doi.org/10.3390/met8110895,8,11,895,en,,2018-11-1,2018-11-1,"Luca, Boccarusso, Fabio, Scherillo, Umberto, Prisco"
10.1134/s0020168506020051,carbides Ti,Tungsten carbides and W-C phase diagram,Inorganic Materials,"0020-1685, 1608-3172",Pleiades Publishing Ltd,journal-article,https://doi.org/10.1134/s0020168506020051,42,2,121-127,en,2006-2,,2006-2,"A. S., Kurlov, A. I., Gusev"
10.1201/9781003332794-2,carbides Ti,Simulation of Electronic Circuits with TINA-TI®,Electric and Electronic Circuit Simulation using TINA-TI®,,River Publishers,book-chapter,https://doi.org/10.1201/9781003332794-2,,,211-438,en,2022-8-9,,2022-8-9,"Farzin, Asadi"
10.5228/kstp.2011.20.2.140,carbides Ti,Effect of Post Heat Treatment on Bonding Interfaces in Ti/STS409L/Ti Cold Rolled Clad Materials,Transactions of Materials Processing,1225-696X,The Korean Society of Technology of Plasticity,journal-article,https://doi.org/10.5228/kstp.2011.20.2.140,20,2,140-145,en,2011-4-1,,2011-4-1,"D.S., Bae, W.J., Kim, S.C., Eom, J.H., Park, S.P., Lee, M.J., Kim, C.Y., Kang"
10.63451/ti.v1i5.59,carbides Ti,Herança Digital,Direito &amp; TI,2447-1097,WB Educação,journal-article,https://doi.org/10.63451/ti.v1i5.59,1,5,10,,,2016-3-14,2016-3-14,"Alesandro, Gonçalves Barreto, José, Anchiêta Nery Neto"
10.1088/2053-1591/ad280a/v2/review1,carbides Ti,"Review for ""The investigation on properties of Ti- 5Si and Ti- 5Nb implant alloys coated by bioactive based composite coating""",,,IOP Publishing,peer-review,https://doi.org/10.1088/2053-1591/ad280a/v2/review1,,,,,2024-1-11,,2024-1-11,
