DOI,Query,Title,Journal,ISSN,Publisher,Type,URL,Volume,Issue,Page,Language,PublishedPrint,PublishedOnline,Issued,Author
10.18704/kjjll.2025.03.104.19,high entropy alloys spall strength,"Japanese Girls' Education and Local Society in Colonial Korea : Focusing on Daegu, the City of the 80th Infantry Regiment, and Daegu Public Girls' High School",Korean Journal of Japanese Language and Literature,,,,https://doi.org/10.18704/kjjll.2025.03.104.19,,,,,,,2025-3-30,"Masumi, Sorimachi"
10.35678/2539-5645.2(51).2025.787-797,high entropy alloys spall strength,"DEVELOPMENT OF A TEACHER LEADERSHIP MODEL FOR ENHANCING INSTRUCTIONAL COMPETENCIES AT PRIVATE HIGH SCHOOLS IN HENAN PROVINCE, CHINA",The EUrASEANs: journal on global socio-economic dynamics,,,,https://doi.org/10.35678/2539-5645.2(51).2025.787-797,,,,,,,2025-3-30,"Yongfeng, Li, Yan, Ye, Li-Wen, Lai"
10.28975/jha.2025.03.30.73.519,high entropy alloys spall strength,An Analysis of the Descriptions of Vietnam in High School East Asian History Textbooks,JEONBUK SAHAK ; The Jeonbuk Historical Journal,,,,https://doi.org/10.28975/jha.2025.03.30.73.519,,,,,,,2025-3-30,"Sung-Yeon, Yoon"
10.52171/herald.252,high entropy alloys spall strength,Modeling of Electric Field Strength Around High Voltage Overhead Line,Herald of Azerbaijan Engineering Academy,,,,https://doi.org/10.52171/herald.252,,,,,,,2025-3-30,"A.B., Balametov"
10.55737/qjssh.vi-i.25336,high entropy alloys spall strength,Impact of High-Intensity Interval Training on Performance among National-Level Female Jumpers,Qlantic Journal of Social Sciences and Humanities,,,,https://doi.org/10.55737/qjssh.vi-i.25336,,,,,,,2025-3-30,"Muhammad Anees, Ahmad, Sumera, Sattar, Aqsa Shamim, Ahmed, Minahil, Ahmed, Faraz, Khan"
10.1002/adfm.202502658,high entropy alloys spall strength,Preparation and Supercapacitive Performance of K⁺‐Doped Nickel‐Cobalt‐Based Perovskite Fluoride/Double Hydroxide Heterojunction with Ultra‐Long Cycling Stability and High Mass Loading,Advanced Functional Materials,,,,https://doi.org/10.1002/adfm.202502658,,,,,,,2025-3-30,"Zheng, Tao, Zhenming, Xu, Jiahao, Fang, Chunyan, Guan, Pingfan, Zhou, Peng, Huang, Yuxue, Deng, Hongfang, Ma, Laifa, Shen, Xiaogang, Zhang, Hao, Tong"
10.61091/jcmcc125-07,high entropy alloys spall strength,Design of high-speed radar signal processor based on FPGA,Journal of Combinatorial Mathematics and Combinatorial Computing,,,,https://doi.org/10.61091/jcmcc125-07,,,,,,,2025-3-30,"Jinjin, Xu"
10.61091/jcmcc127a-427,high entropy alloys spall strength,Calculation of Fatigue Threshold and Crack Expansion Rate of Natural Gas Pressure Vessel Steels and Yield Strength Dependence Analysis,Journal of Combinatorial Mathematics and Combinatorial Computing,,,,https://doi.org/10.61091/jcmcc127a-427,,,,,,,2025-3-30,
10.30758/0555-2648-2025-71-1-6-16,high entropy alloys spall strength,Features of small-scale artificial irregularities in the high latitude ionospheric F-region from remote sensing observations,Arctic and Antarctic Research,,,,https://doi.org/10.30758/0555-2648-2025-71-1-6-16,,,,,,,2025-3-30,"I. M., Egorov, N. F., Blagoveshchenskaya, A. S., Kalishin, T. D., Borisova, G. A., Zagorskiy"
10.35678/2539-5645.2(51).2025.466-477,high entropy alloys spall strength,RESEARCH ON THE INFLUENCE OF TRANSFORMATIONAL LEADERSHIP AND ORGANIZATIONAL MOTIVATION ON EMPLOYEE INNOVATIVE BEHAVIOR  IN HIGH-TECH ENTERPRISES,The EUrASEANs: journal on global socio-economic dynamics,,,,https://doi.org/10.35678/2539-5645.2(51).2025.466-477,,,,,,,2025-3-30,"Juhua, Cheng, Xiao Wen, Jie, Bo Wen, Dou"
10.3390/electronics14071385,high entropy alloys spall strength,A Privacy-Preserving and Attack-Aware AI Approach for High-Risk Healthcare Systems Under the EU AI Act,Electronics,,,,https://doi.org/10.3390/electronics14071385,,,,,,,2025-3-30,"Konstantinos, Kalodanis, Georgios, Feretzakis, Athanasios, Anastasiou, Panagiotis, Rizomiliotis, Dimosthenis, Anagnostopoulos, Yiannis, Koumpouros"
10.18499/2070-9277-2025-28-1-19-25,high entropy alloys spall strength,"Strength of the adhesive connection ""veneer - composite material - tooth""",Applied Information Aspects of Medicine (Prikladnye informacionnye aspekty mediciny),,,,https://doi.org/10.18499/2070-9277-2025-28-1-19-25,,,,,,,2025-3-30,"Valery Mikhailovich, Kiselyov, Victoria Rudolfovna, Shashmurina, Anna Borisovna, Shashmurina"
10.18499/2070-9277-2025-28-1-26-31,high entropy alloys spall strength,Rating of dual-cure composite cements by adhesion strength,Applied Information Aspects of Medicine (Prikladnye informacionnye aspekty mediciny),,,,https://doi.org/10.18499/2070-9277-2025-28-1-26-31,,,,,,,2025-3-30,"Muhammad, Ali, Anastasia Andreyevna, Романенко, Alexander Aleksandrovich, Hooves, Vladimir Petrovich, Chuev"
10.20535/radap.2025.99.15-23,high entropy alloys spall strength,Electrical Impedance Mathematical Modeling of Piezoceramic Disc Oscillating in Wide Frequency Range (Part 3. High Frequencies),Visnyk NTUU KPI Seriia - Radiotekhnika Radioaparatobuduvannia,,,,https://doi.org/10.20535/radap.2025.99.15-23,,,,,,,2025-3-30,"C. V., Bazilo, L. M., Usyk, Y. V., Khyzhniak, D. B., Zhuikov, A. V., Yaroslavskyi"
10.35678/2539-5645.2(51).2025.478-491,high entropy alloys spall strength,LEADERSHIP AND MOTIVATIONAL FACTORS FOR INNOVATIVE BEHAVIOR OF EMPLOYEES IN HIGH-TECH ENTERPRISES,The EUrASEANs: journal on global socio-economic dynamics,,,,https://doi.org/10.35678/2539-5645.2(51).2025.478-491,,,,,,,2025-3-30,"Juhua, Cheng, Xiao Wen, Jie, Bo Wen, Dou"
10.37934/aram.134.1.142150,high entropy alloys spall strength,Effect of Strength and Carbonation Sand Cement Brick Containing Fly Ash under CO2 Curing,Journal of Advanced Research in Applied Mechanics,,,,https://doi.org/10.37934/aram.134.1.142150,,,,,,,2025-3-30,"Faisal, Sheikh Khalid, Syazwi Hakimi, Saaidin, Mohd Irwan, Juki, Nor Hazurina, Othman, Syafiqa, Ayob, Zahir, Zaid"
10.17580/tsm.2025.03.09,high entropy alloys spall strength,Neural network modeling of temperature dependences of elastic modulus of deformable aluminum alloys,Tsvetnye Metally,,,,https://doi.org/10.17580/tsm.2025.03.09,,,,,,,2025-3-30,"А. D., Gusev, G. V., Markova"
10.70979/odvw4459,high entropy alloys spall strength,"Teacher Training and Support, Classroom Management Strategies, and Innovative Teaching Methods in Junior High School Science Education",Asia Pacific Journal of  Management and  Sustainable Development,,,,https://doi.org/10.70979/odvw4459,,,,,,,2025-3-30,"Enrico, Garcia"
10.1002/smtd.202500253,high entropy alloys spall strength,Rapid Universal Detection of High‐Risk and Low‐Abundance Microbial Contaminations in CAR‐T Cell Therapy,Small Methods,,,,https://doi.org/10.1002/smtd.202500253,,,,,,,2025-3-30,"Xiaolin, Wu, Joshua Jebaraj, Raymond, Yaoping, Liu, Alexander Jeremias, Odermatt, Wei‐Xiang, Sin, Denise Bei Lin, Teo, Meenubharathi, Natarajan, Inn Chuan, Ng, Michael E., Birnbaum, Timothy K., Lu, Jongyoon, Han, Stacy L., Springs, Hanry, Yu"
10.70626/cardiouz-2025-2-00039,high entropy alloys spall strength,Yuqori texnologik noinvaziv kardiovizualizatsiya usullarini yurak ishemik kasalligi avj olishini erta tashxislash va prognozlashdagi orni,CARDIOLOGY OF UZBEKISTAN,,,,https://doi.org/10.70626/cardiouz-2025-2-00039,,,,,,,2025-3-30,"Bernara, Kurbanova, Feruza, Abdumalikova, Sabrina, Jurayeva"
10.25100/cm.v56i1.6674,high entropy alloys spall strength,One-minute sit-to-stand test reference values in people living at high altitudes,Colombia Medica,,,,https://doi.org/10.25100/cm.v56i1.6674,,,,,,,2025-3-30,"Mauricio, Morales-Satan, Sofía, Dávila-Oña, Rodrigo, Torres-Castro, Cristhel, Hidrovo-Moreno, Matías, Otto-Yáñez, Wilmer, Esparza, Camila, Madera, Carlos, Moreta-Núñez, Pamela, Serón, Lilian, Solis-Navarro"
10.3390/atmos16040398,high entropy alloys spall strength,"Evaluation of Solar Radiation Prediction Models Using AI: A Performance Comparison in the High-Potential Region of Konya, Türkiye",Atmosphere,,,,https://doi.org/10.3390/atmos16040398,,,,,,,2025-3-30,"Vahdettin, Demir"
10.36733/usadha.v4i1.11124,high entropy alloys spall strength,Evaluasi Penyimpanan Obat High Alert Di RSUD Dr. Murjani Sampit,Usadha,,,,https://doi.org/10.36733/usadha.v4i1.11124,,,,,,,2025-3-30,"Tesa, Lonika, Guntur Satrio, Pratomo, Syahrida Dian, Ardhany"
10.1007/s10792-025-03490-w,high entropy alloys spall strength,The impact of static cyclotorsion correction using on photorefractive keratectomy outcomes in patients with moderate and high astigmatism,International Ophthalmology,,,,https://doi.org/10.1007/s10792-025-03490-w,,,,,,,2025-3-30,"Hadi, Ostadimoghadam, Saeid, Abdi, Saeedeh, Shahbazi, Samira, Hasanzadeh, Jamshid, Jamali, Alireza, Jafari"
10.30906/mitom.2025.2.34-34,high entropy alloys spall strength,Effect of ageing temperature on the memory properties of FeMnSiCrNiTi alloys deposited by laser directed energy deposition,Металловедение и термическая обработка металлов,,,,https://doi.org/10.30906/mitom.2025.2.34-34,,,,,,,2025-3-30,"H., Sun, H. Y., Wang, Q., Zhang, X., Yuan, C., Zhu"
10.55956/vvun4655,high entropy alloys spall strength,COMPARATIVE EVALUATION OF THE PROCESSING OF GERMINATED WHEAT GRAINS UNDER HOT AIR AND SUPER-HIGH FREQUENCY ELECTROMAGNETIC FIELD,Mechanics and Technologies,,,,https://doi.org/10.55956/vvun4655,,,,,,,2025-3-30,"С.Б., Ермекбаев, С., Әлтайұлы"
10.3390/agronomy15040869,high entropy alloys spall strength,Exploring Opuntia ficus-indica as a Strategy to Mitigate High Temperatures Effects in Vineyards: Insights into Physiological and Proteomic Responses,Agronomy,,,,https://doi.org/10.3390/agronomy15040869,,,,,,,2025-3-30,"Lénia, Rodrigues, Inês, Santana, Renato, Coelho, Gabriela, Murta, Hélia, Cardoso, Catarina, Campos, João Mota, Barroso, Ana Elisa, Rato"
10.30574/ijsra.2025.14.3.0574,high entropy alloys spall strength,"Shifting perceptions of gender in IT: Analyzing stereotypes and career choices among high school students in Almaty, Kazakhstan",International Journal of Science and Research Archive,,,,https://doi.org/10.30574/ijsra.2025.14.3.0574,,,,,,,2025-3-30,"Nazerke Makhsatbekkyzy, Dana Tokhtaugali, Nazerke Yeginalina, Nurbol Aidarbayev"
10.1002/pssa.202500025,high entropy alloys spall strength,Technology CAD Modeling of GaN High‐Electron‐Mobility Transistors with Superlattice Buffer Based on Mechanism of Back‐Gate Characteristics,physica status solidi (a),,,,https://doi.org/10.1002/pssa.202500025,,,,,,,2025-3-30,"Kosuke, Miura, Takeshi, Suwa, Ryohei, Nega, Takao, Noda"
10.1002/cta.4540,high entropy alloys spall strength,A New Transformerless Common Ground 5‐Level Inverter (TCG5LI) With Dynamic High‐Voltage Gain Boost and Fault‐Tolerant Capability,International Journal of Circuit Theory and Applications,,,,https://doi.org/10.1002/cta.4540,,,,,,,2025-3-30,"Dalya Hamzah, Al‐Mamoori, Shahrin Md., Ayob, Ali A., Abdullah Albakry, M. Saad Bin, Arif, Razman, Ayop"
10.62910/crsd25v2i1a1,high entropy alloys spall strength,Plug-in learning remediation program for at-risk senior high school students,"Canadian Journal of Research, Society and Development",,,,https://doi.org/10.62910/crsd25v2i1a1,,,,,,,2025-3-30,"Maurice Dence B., Bacaling, Nahur I., Hasan, Kobe Gerald N., Ypil"
10.1002/ls.1752,high entropy alloys spall strength,High‐Throughput Molecular Dynamics Calculations and Machine Learning Prediction of the Adsorption Properties of Ammonium Phosphate Esters on Metal Surfaces,Lubrication Science,,,,https://doi.org/10.1002/ls.1752,,,,,,,2025-3-30,"Fengqi, Fan, Xinran, Geng, Kang, Zhou, Hai, Yu, Chaoliang, Wei, Huiying, Lv"
10.1002/batt.202400777,high entropy alloys spall strength,Multichannel Electrochemical Cell and Liquid‐Handling Dispenser for High‐Throughput Combinatorial Screening of Multicomponent Electrolytes for Advanced Lithium‐Ion Batteries,Batteries &amp; Supercaps,,,,https://doi.org/10.1002/batt.202400777,,,,,,,2025-3-30,"Shoichi, Matsuda, Misato, Takahashi"
10.54097/az5f8m07,high entropy alloys spall strength,Design and Implementation of High-Speed Asynchronous FIFO,"Highlights in Science, Engineering and Technology",,,,https://doi.org/10.54097/az5f8m07,,,,,,,2025-3-30,"Xinran, Jia"
10.69671/socialprism.2.1.2025.31,high entropy alloys spall strength,High-Performance Work Systems and Employee Performance in Public Universities: The Mediating Role of Burnout Management and Moderating Effect of Workload,SOCIAL PRISM,,,,https://doi.org/10.69671/socialprism.2.1.2025.31,,,,,,,2025-3-30,"Attique-Ur, Rahman, Muhammad, Imran"
10.18599/grs.2025.1.27,high entropy alloys spall strength,The expediency of remote location from an injection well of water shut-off material in a high-permeability sublayer,Georesources,,,,https://doi.org/10.18599/grs.2025.1.27,,,,,,,2025-3-30,"D. R., Salimyanova, K. A., Potashev, V. V., Baushin"
10.1080/01430750.2025.2483536,high entropy alloys spall strength,Impact of magnetic field on entropy production in porous radial fin wetted by water and engine oil-based SWCNTs and MWCNTs,International Journal of Ambient Energy,,,,https://doi.org/10.1080/01430750.2025.2483536,,,,,,,2025-3-30,"S., Sushma, B., Usha, B. J., Gireesha"
10.31980/plusminus.v5i1.2523,high entropy alloys spall strength,The Role of Discovery Learning in the Learning Interest of Junior High Students,Plusminus: Jurnal Pendidikan Matematika,,,,https://doi.org/10.31980/plusminus.v5i1.2523,,,,,,,2025-3-30,"Lusiana Zanatin, Sri Rahmawati Fitriatien"
10.3390/lubricants13040151,high entropy alloys spall strength,Modeling and Analysis of Oil Film Thickness with Viscosity–Pressure–Temperature Effects Under Hybrid Lubrication in the Cold Rolling Process of High-Strength Thin Sheets,Lubricants,,,,https://doi.org/10.3390/lubricants13040151,,,,,,,2025-3-30,"Yujin, Liu, Xuechang, You, Lei, Liu, Yanli, Xin, Xiaomin, Zhou, Zhiying, Gao"
10.15863/tas.2025.03.143.23,high entropy alloys spall strength,CURRENT PROGRAMMING LANGUAGES,Theoretical &amp; Applied Science,,,,https://doi.org/10.15863/tas.2025.03.143.23,,,,,,,2025-3-30,"Ruslan Mukhtarovich, Urusov, Elmir, Imanbekov"
10.3390/e27040367,high entropy alloys spall strength,From Task Distributions to Expected Paths Lengths Distributions: Value Function Initialization in Sparse Reward Environments for Lifelong Reinforcement Learning,Entropy,,,,https://doi.org/10.3390/e27040367,,,,,,,2025-3-30,"Soumia, Mehimeh, Xianglong, Tang"
10.1002/aelm.202400766,high entropy alloys spall strength,"Multi‐Channel, Amorphous Oxide Thin‐Film Transistor Exhibiting High Mobility of 67 cm<sup>2</sup> V<sup>−1</sup> s<sup>−1</sup> and Excellent Stability",Advanced Electronic Materials,,,,https://doi.org/10.1002/aelm.202400766,,,,,,,2025-3-30,"Mohammad Masum, Billah, Md Mobaidul, Islam, Sunaina, Priyadarshi, Jung Bae, Kim, Yang Ho, Bae, Rodney, Lim, Dejiu, Fan, Zero, Hung, Dong Kil, Yim, Soo Yong, Choi, Youron, Lin, Juergen, Grillmayer, Custer, Ma, Lynn, Yang, Julian, Chen, Jin, Jang"
10.1177/03635465251326579,high entropy alloys spall strength,"Anatomic, Functional, and Mechanical Risk Factors for Elbow Injury in the Throwing Athlete: A Prospective Cohort Study of 128 High School Baseball Players",The American Journal of Sports Medicine,,,,https://doi.org/10.1177/03635465251326579,,,,,,,2025-3-30,"Ryosuke, Nishi, Takahisa, Ogawa, Yuki, Obokata, Kozo, Furushima, Kunio, Kamatani"
10.47526/2025-1/2524-0080.20,high entropy alloys spall strength,INVESTIGATION OF PHYSICAL AND MECHANICAL PROPERTIES OF ZRCN COATINGS OBTAINED BY HIGH VELOCITY OXYGEN FUEL METHOD,Q A Iasaýı atyndaǵy Halyqaralyq qazaq-túrіk ýnıversıtetіnіń habarlary (fızıka matematıka ınformatıka serııasy),,,,https://doi.org/10.47526/2025-1/2524-0080.20,,,,,,,2025-3-30,"D.E., Baltabayeva, B.S., Kaldar, Sh.Sh., Abdurakhmanova, Y.O., Amangeldiyeva, N.S., Ertaev"
10.22275/see.30.1.01,high entropy alloys spall strength,Interlanguage Errors in the Written Work of Korean High School EFL Students,Studies in English Education,,,,https://doi.org/10.22275/see.30.1.01,,,,,,,2025-3-30,"Hye Seung, Ha"
10.60110/medforum.360304,high entropy alloys spall strength,"Development of a Sustainable High-Performance Liquid Chromatography (HPLC) Method for Quantifying Metformin, Sitagliptin, and Empagliflozin in Type 2  Diabetes Treatment",Medical Forum Monthly,,,,https://doi.org/10.60110/medforum.360304,,,,,,,2025-3-30,"Mahmood Shakir, Al Samarrai, Eman Thiab, Al Samarrai"
10.3390/app15073776,high entropy alloys spall strength,A Study on the Pore and Strength Characteristics of an Eco-Friendly Sprayed Ultra High Performance Concrete with Manufactured Sand,Applied Sciences,,,,https://doi.org/10.3390/app15073776,,,,,,,2025-3-30,"Zhonghao, Wang, Xianjun, Tan, Jingqiang, Yuan, Chongge, Wang, Yubiao, Liu"
10.47760/cognizance.2025.v05i03.014,high entropy alloys spall strength,The Effect of Using Isochronic Tones in Improving Learning Concentration: Experimental Study on Students of State Senior High School in Jakarta,Cognizance Journal of Multidisciplinary Studies,,,,https://doi.org/10.47760/cognizance.2025.v05i03.014,,,,,,,2025-3-30,"Fery, Prasetyo, Eka, Hermansyah, Dimas Ilham, Putra, Amanda Mayna, Windiyani"
10.3390/vetsci12040314,high entropy alloys spall strength,"Rhodotorula Yeast Culture Improved the Antioxidant Capacity, Lipid Metabolism, and Immunity of Sheep Livers",Veterinary Sciences,,,,https://doi.org/10.3390/vetsci12040314,,,,,,,2025-3-30,"Xinyu, Lu, Huiru, Ma, Yeqing, Liu, Meiru, Chen, Jianlong, Dang, Xiangtan, Su, Yahui, Zhao, Ke, Wang, Guang, Yang, Gaowei, Zhang, Xiaorui, Li, Aiqin, Gao, Yuan, Wang"
10.1111/acps.13810,high entropy alloys spall strength,The Higher Dose‐Adjusted Clozapine Concentrations in Non‐Smokers With High <scp>CRP</scp> Levels May Be Associated With the Lower Daily Doses of Clozapine,Acta Psychiatrica Scandinavica,,,,https://doi.org/10.1111/acps.13810,,,,,,,2025-3-30,"Yuki, Kikuchi"
10.3390/nu17071216,high entropy alloys spall strength,"Preliminary Evidence Suggests That a 12-Week Treatment with Tirzepatide Plus Low-Energy Ketogenic Therapy Is More Effective than Its Combination with a Low-Calorie Diet in Preserving Fat-Free Mass, Muscle Strength, and Resting Metabolic Rate in Patients with Obesity",Nutrients,,,,https://doi.org/10.3390/nu17071216,,,,,,,2025-3-30,"Luigi, Schiavo, Biagio, Santella, Monica, Mingo, Gianluca, Rossetti, Marcello, Orio, Luigi, Cobellis, Attilio, Maurano, Antonio, Iannelli, Vincenzo, Pilone"
10.70517/ijhsa46108,high entropy alloys spall strength,Application of multifunctional building materials in urban high-rise buildings and its environmental adaptability analysis,International Journal for Housing Science and Its Applications,,,,https://doi.org/10.70517/ijhsa46108,,,,,,,2025-3-30,"Zijian, Yu"
10.1002/adhm.202405081,high entropy alloys spall strength,Stable‐Dynamic Hydrogels Mimicking the Pericellular Matrix for Articular Cartilage Repair,Advanced Healthcare Materials,,,,https://doi.org/10.1002/adhm.202405081,,,,,,,2025-3-30,"Yixin, Li, Tiancheng, Li, Cheng, Zhu, Hairui, Li, Runzhe, Fang, Ruomei, Li, Yu, Jin, Zhiyu, Zhu, Lunguo, Xia, Bing, Fang"
10.1093/jbmrpl/ziaf051,high entropy alloys spall strength,"Concerns about the paper, “Benefits of targeted vibration for bone strength and bone density in postmenopausal women with osteopenia: a randomized, sham-controlled trial”",JBMR Plus,,,,https://doi.org/10.1093/jbmrpl/ziaf051,,,,,,,2025-3-30,"Douglas P, Kiel, Theresa A, Guise, Maya, Styner, Janet, Rubin"
10.26803/ijlter.24.3.17,high entropy alloys spall strength,Adaptation and Validation of the Academic Interest Scale for Vietnamese High School Students: Application in Chemistry Education,"International Journal of Learning, Teaching and Educational Research",,,,https://doi.org/10.26803/ijlter.24.3.17,,,,,,,2025-3-30,"Trang Thi Thuy, Nguyen"
10.61089/aot2025.v5vdb115,high entropy alloys spall strength,Methodology for evaluating the dynamic parameters of the rubber-cord shell of a high-speed rolling stock pneumatic spring in the wheel-frog interaction of a railroad switch,Archives of Transport,,,,https://doi.org/10.61089/aot2025.v5vdb115,,,,,,,2025-3-30,"Andrii, Kuzyshyn, Vitalii, Kovalchuk, Yuriy, Royko, Ivan, Kravets, Yuliya, Sobolevska, Mykola, Boikiv"
10.23887/jptm.v13i1.73571,high entropy alloys spall strength,"Pengaruh Penggunaan Magnet Eksternal dan variasi arus Pada Pengelasan TIG Terhadap Struktur Mikro, Kekerasan dan Kekuatan Tarik Baja Karbon Rendah",Jurnal Pendidikan Teknik Mesin Undiksha,,,,https://doi.org/10.23887/jptm.v13i1.73571,,,,,,,2025-3-30,"Fajar, Paundra, Faturrizky, Rakha Yudanta, Andul, Muhyi, Eko, Pujiyulianto, Febri, Budi Darsono"
10.1002/slct.202500730,high entropy alloys spall strength,Silver Embedded Electrospun Nanofibers as an Efficient Interlayers for High‐Performance Practical Li‐S Batteries,ChemistrySelect,,,,https://doi.org/10.1002/slct.202500730,,,,,,,2025-3-30,"Navid, Aslfattahi, Maryam Sadat, Kiai, Nilgun, Baydogan, Lingenthiran, Samylingam, Kumaran, Kadirgama, Chee Kuang, Kok"
10.21177/1998-4502-2025-17-1-546-555,high entropy alloys spall strength,Altitude dynamics of snow cover in the mountains of the North Caucasus,Sustainable Development of Mountain Territories,,,,https://doi.org/10.21177/1998-4502-2025-17-1-546-555,,,,,,,2025-3-30,"Anatoly, Adzhiev, Natalia, Kondratyeva, Alan, Kortiev, Islam, Shidugov"
10.37603/2250.7728.v.n.45111,high entropy alloys spall strength,"El arte rupestre de Ruca Ñanco (pintura y grabados), región Altoandina Norpatagonica de Neuquén, Argentina.",Comechingonia. Revista de Arqueología,,,,https://doi.org/10.37603/2250.7728.v.n.45111,,,,,,,2025-3-30,"Alberto Enrique, Pérez, Jacobo, Hernández Montelongo"
10.36325/ghjec.v21i1.18459.,high entropy alloys spall strength,أثر نرجسية العاملين في الإداء العالي للموارد البشرية  دراسة تحليلية لآراء عينة من العاملين  في دائرة صحة محافظة ميسان,Al-Ghary Journal of Economic and Administrative Sciences,,,,https://doi.org/10.36325/ghjec.v21i1.18459.,,,,,,,2025-3-30,"محمد نجم عبد, صالح, رفل همزي, ناجي"
10.13074/jent.2025.03.2511222,high entropy alloys spall strength,"Evaluation of Impact Resistance and Interlaminar Shear Strength in Hybrid Composites of Kevlar, Hemp, and Carbon Fibers for Structural Applications",Journal of Environmental Nanotechnology,,,,https://doi.org/10.13074/jent.2025.03.2511222,,,,,,,2025-3-30,"H. Madhusudhana Reddy, H. K. Shivanand, Jayakiran Reddy Esanakula"
10.47526/2025-1/2664-0686.180,high entropy alloys spall strength,Digital Technologies as a Means of Forming the Professional Orientation of High School Students,Iasaýı ýnıversıtetіnіń habarshysy,,,,https://doi.org/10.47526/2025-1/2664-0686.180,,,,,,,2025-3-30,"A.A., Sadykova, K.T., Atemova, Yugel, Gelishli"
10.55959/msu0130-0083-8-2024-65-4-102-122,high entropy alloys spall strength,Lenin’s concept of world socialist revolution and international education of students in Soviet pedagogical high schools in the 1920s and 1930s,LOMONOSOV HISTORY JOURNAL,,,,https://doi.org/10.55959/msu0130-0083-8-2024-65-4-102-122,,,,,,,2025-3-30,"O.N., Eroshkina, A.V., Zotova"
10.35820/jmcs.26.4.22,high entropy alloys spall strength,Analysis of “Chinese-Style Modernization” and “Chinese National Community Consciousness” in Chinese High School Textbook 『Thoughts and Politics』,The Journal of Modern China Studies,,,,https://doi.org/10.35820/jmcs.26.4.22,,,,,,,2025-3-30,"Jae Shik, Roe"
10.36676/jrps.v16.i1.206,high entropy alloys spall strength,Building and Managing High-Performing Engineering Teams in the Tech Industry,International Journal for Research Publication and Seminar,,,,https://doi.org/10.36676/jrps.v16.i1.206,,,,,,,2025-3-30,"Srikanth Vadlamani, Dr. Sandeep Kumar"
10.35631/jistm.1038025,high entropy alloys spall strength,INVESTIGATION OF INDOOR WI-FI STABILITY BASED ON THE RECEIVED SIGNAL STRENGTH INDICATOR (RSSI): A CASE STUDY AT UC TATI HOSTEL,Journal of Information System and Technology Management,,,,https://doi.org/10.35631/jistm.1038025,,,,,,,2025-3-30,"Mohd, Shah, Akhyari, Nasir"
10.1002/anie.202423090,high entropy alloys spall strength,Lithium‐Containing Hybrid SEI Layer Enabling High Mass Loading and Anode‐Less Sodium Metal Batteries,Angewandte Chemie International Edition,,,,https://doi.org/10.1002/anie.202423090,,,,,,,2025-3-30,"Li, Xia, Liang, Lin, Jiantao, Li, Yinggan, Zhang, Hongfei, Zheng, Xiaoqing, Chang, Jinding, Liang, Baisheng, Sa, Laisen, Wang, Jie, Lin, Dong‐Liang, Peng, Khalil, Amine, Qingshui, Xie"
10.30906/mitom.2025.2.35-35,high entropy alloys spall strength,Effect of aging treatment on mechanical and electrical properties of Al – 0.35Cu – 0.18Sc – 0.06Zr conductors for high-performance applications,Металловедение и термическая обработка металлов,,,,https://doi.org/10.30906/mitom.2025.2.35-35,,,,,,,2025-3-30,"Chunxin, Wang, Chenchi, Qu, XIn, Qi, Binchuan, Li, Qin, Han, Xudong, Luo"
10.30574/ijsra.2025.14.3.0617,high entropy alloys spall strength,Synthesis of multi metal sulfide based electrode material for high performance supercapacitor,International Journal of Science and Research Archive,,,,https://doi.org/10.30574/ijsra.2025.14.3.0617,,,,,,,2025-3-30,"K S Ch Srinivasa Rao, V R P Parameswar G, Mahita Chekuri, Kalyani Chalapaka"
10.47760/cognizance.2025.v05i03.012,high entropy alloys spall strength,"The Effects of Transforming from Traditional to Online Learning Among Senior High School Students of Mariners’ Polytechnic Colleges, Inc., Naga Campus",Cognizance Journal of Multidisciplinary Studies,,,,https://doi.org/10.47760/cognizance.2025.v05i03.012,,,,,,,2025-3-30,"Charlene L., Cedo."
10.37391/ijeer.130117,high entropy alloys spall strength,Ultra-High Photosensitivity of Nb₂O₅/Ge Prepared via Direct Current Reactive Magnetron Sputtering Technique,International Journal of Electrical and Electronics Research,,,,https://doi.org/10.37391/ijeer.130117,,,,,,,2025-3-30,"Abdullah, Ahmed, Dr. Ehsan, Sabbar, Dr. Ahmed, Abbas"
10.46245/ijorer.v6i2.786,high entropy alloys spall strength,Integrated Science Learning Webbed Type in Permaculture Theme and BRADeR Model to Enhance Science Literacy Competence of Junior High School Students,IJORER : International Journal of Recent Educational Research,,,,https://doi.org/10.46245/ijorer.v6i2.786,,,,,,,2025-3-30,"Syaifullah, Syaifullah, Fida, Rachmadiarti, Beni, Setiawan, Edi, Suwandi"
10.3390/photonics12040322,high entropy alloys spall strength,High-Performance O-Band Angled Multimode Interference Splitter with Buried Silicon Nitride Waveguide for Advanced Data Center Optical Networks,Photonics,,,,https://doi.org/10.3390/photonics12040322,,,,,,,2025-3-30,"Eduard, Ioudashkin, Dror, Malka"
10.13074/jent.2025.03.2441152,high entropy alloys spall strength,Investigation of Metakaolin Utilization as a Supplement to Cement in Sustainable High-performance Concrete Production,Journal of Environmental Nanotechnology,,,,https://doi.org/10.13074/jent.2025.03.2441152,,,,,,,2025-3-30,"S. Jagan, N. Kiruthiga, R. Ramya, S. N. Shri Hariharan, S. Jagadeesh"
